Judul,Tanggal,Penulis,Label,Kota,Content,Url
Anggota TNI Tewas Tertabrak Pelajar Kendarai Kawasaki Ninja di Depan Mapolres Kulon Progo,"Kompas.com - 25/01/2023, 12:41 WIB","Kontributor Yogyakarta, Dani Julius Zebua",Regional,"KULON PROGO, KOMPAS.com","

KULON PROGO, KOMPAS.com – Seorang anggota TNI meninggal dunia dalam tabrakan di Kilometer 2 Jalan Yogya – Wates, Pedukuhan Ngramang, Kalurahan Kedungsari, Kapanewon Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta.
Pengendara yang meninggal adalah Serda Miskijo (45) asal Pedukuhan Jogahan, Kalurahan Bumirejo, Kapanewon Lendah.
Baca juga: Berkendara Saat Dini Hari, 2 Pelajar Gunungkidul Tewas Kecelakaan
Sementara itu, seorang pelajar mengalami luka serius dalam peristiwa ini. Pelajar tersebut adalah ZMR (17) asal Kelurahan Pangulah Selatan, Kota Baru, Kabupaten Karawang, Jawa Barat.
Tabrakan terjadi di depan markas polisi Kepolisian Resor Kulon Progo, Rabu (25/1/2023) pukul 07.15 WIB.
“Korban mengalami cedera kepala berat (CKB) hingga meninggal dunia di TKP,”kata Kanit Gakkum Satlantas Polres Kulon Progo, IPDA Satya Kurnia lewat pesan singkat, Rabu (25/1/2023).
Miskijo mengendara motor Honda Astrea C 86 AB 4582 DL melintas jalan nasional dari timur ke barat. Ia mengenakan perlengkapan keselamatan, seperti helm dan masih dalam balutan pakaian dinas lengkap. Ia menyandang tas punggung.
Baca juga: Lansia Ditemukan Tewas di Atas Brankar di Gedung Bekas Puskemas Gombong Kebumen
Sesampainya depan markas polisi Kulon Progo, ia berniat belok ke kanan atau ke utara, menyeberang ke jalan berikutnya.
Seketika datang Kawasaki Ninja AB 3602 EK dari arah belakang Astrea. Motor dikendarai ZMR yang masih berseragam sekolah.
Ninja melaju cepat mengakibatkan benturan keras. Kedua motor jatuh.
Kerasnya tabrakan mengakibatkan Astrea rusak, mulai dari lampu sein, pecah bodi samping, footstep bengkok, knalpot penyok, shockbreaker patah dan spedometer lepas. ",http://yogyakarta.kompas.com/read/2023/01/25/124147078/anggota-tni-tewas-tertabrak-pelajar-kendarai-kawasaki-ninja-di-depan
"Tertimpa Semen dari Tronton yang Terguling, Remaja di NTT Alami Patah Kaki","Kompas.com - 25/01/2023, 10:56 WIB","Kontributor Kupang, Sigiranus Marutho Bere",Regional,"KUPANG, KOMPAS.com","
KUPANG, KOMPAS.com - Sebuah truk tronton dengan nomor polisi DH 8172 TC, yang mengangkut material semen, terguling di jalan raya kilometer 4 jurusan Atambua, Kelurahan Tubuhue, Kecamatan Kota Kefamenanu, Kabupaten Timor Tengah Utara (TTU), Nusa Tenggara Timur (NTT). 
Akibatnya, dua remaja asal Kelurahan Tubuhue, masing-masing TKM (14) dan YKM (12), mengalami patah tulang dan tak sadarkan diri.
Baca juga: Aksi Pelemparan Batu di Lamongan Sebabkan Truk Tabrak Pohon Jati, Pelaku Belum Diketahui 
""Kejadiannya kemarin. Kedua korban tertimpa semen yang dimuat di tronton,"" kata Kepala Seksi Hubungan Masyarakat Kepolisian Resor TTU Inspektur Satu I Ketut Suta, kepada Kompas.com, Rabu (25/1/2023). 
Kejadian nahas itu, lanjut Suta, berawal saat kendaraan berat yang dikemudikan NN (42), melaju dengan kecepatan tinggi dari arah Kota Atambua, Kabupaten Belu, menuju Kota Kefamenanu, Kabupaten TTU. 
Tiba di lokasi kejadian yang jalannya menurun, mobil tersebut hilang kendali dan terguling ke arah kiri.
Semen yang berada di atas truk jatuh menimpa dua remaja yang sedang berjalan kaki di bahu jalan.
TKM (14) mengalami patah tulang pada bagian paha kanan dan luka lecet pada pergelangan kaki bagian kanan. Sementara YKM (12) mengalami luka serta belum sadarkan diri. 
Keduanya kemudian dibawa ke Rumah Sakit Umum Daerah (RSUD) Kefamenanu untuk menjalani perawatan medis.
Baca juga: 3 Warga Kupang Ditangkap karena Main Judi di Halaman Kantor Pemerintah 
Sedangkan sopir truk dalam keadaan selamat, dan langsung diamankan di Markas Polres TTU. 
""Saat ini polisi masih memeriksa sejumlah saksi dan mengamankan barang bukti,"" ujar Suta.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/01/25/105659178/tertimpa-semen-dari-tronton-yang-terguling-remaja-di-ntt-alami-patah-kaki
"Diduga Mengantuk, Mobil yang Dikendarai ASN di Kalsel Tabrak 4 Bocah, Dua Tewas Seketika","Kompas.com - 23/01/2023, 14:04 WIB","Kontributor Banjarmasin, Andi Muhammad Haswar",Regional,"PELAIHARI, KOMPAS.com","
PELAIHARI, KOMPAS.com - Kecelakaan maut di Jalan Raya Desa Kait, Kecamatan Bati-Bati, Kabupaten Tanah Laut, Kalimantan Selatan (Kalsel) merenggut dua nyawa bocah.
Kepala Satuan Lalu Lintas Polres Tanah Laut, AKP Supriyanto mengatakan, kecelakaan tersebut terjadi pada, Sabtu (21/1/2023).
Baca juga: Tabrak Bocah SD di Minahasa, Mobil Rombongan DPRD Solo Diamuk Massa
Saat itu mobil yang dikendarai seorang Aparatur Sipil Negara (ASN) tiba-tiba oleng ke kiri dan langsung menabrak para korban.
""Hasil pemeriksaan sementara tersangka diduga mengantuk dan menyebabkan mobilnya oleng ke kiri,"" ujar AKP Supriyanto dalam keterangannya yang diterima, Senin (23/1/2023).
Selain dua korban tewas, dua bocah lainnya mengalami luka serius dan harus mendapatkan perawatan di rumah sakit.
Karena lukanya yang cukup parah, korban terpaksa di rujuk ke Rumah Sakit Idaman Banjarbaru.
""Saat kejadian, keempat bocah yang masih duduk di sekolah dasar itu tengah berjalan kaki,"" jelasnya.
Pelaku penabrakan yang belakangan diketahui bekerja sebagai ASN di Badan Nasional Narkotika Kabupaten (BNNK) Tanah Laut kini sudah ditahan untuk mempertanggungjawabkan perbuatannya.
""Tersangka telah ditahan untuk penyelidikan lebih lanjut, serta tidak ada pemberlakuan berbeda, semua sama,"" pungkasnya.
Baca juga: Sopir Mobil yang Tabrak Bocah 7 Tahun di Pancoran Timur Ditetapkan Tersangka
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/01/23/140428578/diduga-mengantuk-mobil-yang-dikendarai-asn-di-kalsel-tabrak-4-bocah-dua
"Truk Tabrak Motor di Sikka NTT, 1 Korban Tewas","Kompas.com - 22/01/2023, 20:50 WIB","Kontributor Maumere, Serafinus Sandi Hayon Jehadu",Regional,SIKKA,"

SIKKA, KOMPAS.com - MP (19), warga Nangahure, Kelurahan Wuring, Kecamatan Alok Barat, Kabupaten Sikka, Nusa Tenggara Timur (NTT), tewas dalam kecelakaan yang melibatkan dump truck Mitsubishi dan sepeda motor Suzuki Satria FU 150.
Kepala Seksi Humas Kepolisian Resor (Polres) Sikka AKP Margono mengatakan, kecelakaan terjadi di jalan trans utara Maumere - Magepanda, tepatnya di depan PLTD Wailiti, Kelurahan Hewuli, Kecamatan Alok Barat.
""Kejadiannya tadi malam, Sabtu (21/1/2023) sekitar pukul 21.30 Wita, satu orang tewas di lokasi kejadian,"" ujar Margono dalam keterangannya, Minggu (22/1/2023) malam.
Baca juga: Jatuh Saat Berboncengan dengan Anak Mantu, Seorang Ibu di Sikka Tewas
Margono menerangkan, kecelakaan itu berawal ketika truk tanpa tanda nomor kendaraan bermotor (TNKB) yang dikendarai MN (54) melaju dari arah Magepanda menuju Maumere.
Setibanya di tempat kejadian perkara (TKP), mobil tersebut hendak menyalip mobil yang ada di depannya.
""Saat hendak menyalip tiba-tiba MP yang saat itu berboncengan dengan rekannya KC (16) datang dari arah berlawanan, sehingga terjadi tabrakan,"" bebernya.
Baca juga: Korban Angin Puting Beliung di Sikka Mengungsi ke Rumah Kerabat
Akibatnya, KC mengalami luka robek di dahi kiri kanan, punggung tangan bagian kiri, dan luka lecet di perut bagian kiri dan lutut bagian kanan. Sementara MP tewas di lokasi kejadian.
""Setelah kecelakaan itu, MP langsung dibawa ke RSUD Tc. Hillers Maumere untuk mendapat perawatan,"" katanya.
Margono menambahkan, berdasarkan hasil penyelidikan, penyebab kecelakaan tersebut karena pengendara dump truck kurang hati-hati.
""Saat ini barang bukti dan sopir dump truck sudah diamankan. Kita juga sudah periksa dua saksi dalam kejadian itu, yakni SKB (27) dan MM (47),"" pungkasnya.


Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/01/22/205001778/truk-tabrak-motor-di-sikka-ntt-1-korban-tewas
"Kecelakaan Beruntun di Banyuwangi, Seorang Pelajar Asal Lombok Tewas","Kompas.com - 20/01/2023, 20:25 WIB","Kontributor Banyuwangi, Rizki Alfian Restiawan",Regional,"BANYUWANGI, KOMPAS.com","
BANYUWANGI, KOMPAS.com - Kecelakaan beruntun terjadi di jalan raya jurusan Situbondo tepat di jalur Bulusan, Kecamatan Kalipuro, Banyuwangi, Jumat (20/1/2023) pagi.
Kecelakaan itu melibatkan tiga kendaraan, yakni sepeda motor Yamaha R15 dengan nomor polisi DR 2916 RC, Honda Vario dengan nomor polisi P 2238 RM, dan Truk Hino Container dengan nomor polisi N 9418 UQ.
Baca juga: Mayat Perempuan Berambut Pendek Tanpa Identitas Ditemukan di Sungai Setail Banyuwangi
Akibat kecelakaan beruntun itu, Didit Suryana (19) pengendara motor Yamaha R15 asal Desa Anyar, Kecamatan Bayan, Lombok Utara, NTB, meninggal dunia di lokasi kejadian.
Menurut keterangan saksi, kecelakaan itu berawal saat Truk Hino yang dikemudikan AM (28), warga Kota Probolinggo, melaju dari arah Situbondo menuju Banyuwangi.
""Bersamaan dari arah belakang truk Hino itu, melaju dua kendaraan sepeda motor,"" kata Kanit Gakkum Polresta Banyuwangi IPDA Wahid Hasyim di Banyuwangi, Jumat (20/1/2023).
Saat itu, tepat di belakang truk, ada motor Honda Vario yang dikendarai Hafna Amalia Waqiatul Himmah (17), asal Desa Ketapang, Kecamatan Kalipuro, Banyuwangi.
""Di belakangnya melaju sepeda motor Yamaha R15 yang dikendarai oleh Didit Suryana. Kedua sepeda motor tersebut berniat mendahului truk yang berada di depannya,"" ujar Wahid.
Namun saat hendak mendahului dari arah kanan, mendadak motor Honda Vario mengurangi kecepatan. Sehingga motor Yamaha R15, yang berada di belakang langsung menabrak.
""Pengendara motor Honda Vario oleng ke arah kanan. Sedangkan pengendara motor Yamaha R15 oleng ke arah kiri dan menumbur bagian ban belakang truk Hino,"" ujarnya.
Baca juga: Rayuan Guru SD di Banyuwangi Sebelum Cabuli Sejumlah Muridnya: Mau Pintar Apa Enggak? 
Akibat kecelakaan itu, Didit Suryana, pelajar asal Kota Lombok NTB tersebut, langsung meninggal dunia di lokasi kejadian. Sementara Hafna mengalami luka ringan.
""Para korban langsung dilarikan ke RSUD Blambangan, Banyuwangi untuk mendapat perawatan medis,"" jelas Wahid.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2023/01/20/202530478/kecelakaan-beruntun-di-banyuwangi-seorang-pelajar-asal-lombok-tewas
"Pengendara Motor Jatuh di Jalan RE Martadinata Jakut, Kakinya Terlindas Truk","Kompas.com - 19/01/2023, 22:44 WIB",Zintan Prihatini,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Kaki kanan seorang pengendara motor berinisial AS (20) terlindas truk di Jalan RE Martadinata, Tanjung Priok, Jakarta Utara, Kamis (19/1/2023).
Saksi mata bernama Hariyanto (30) mengatakan, insiden ini bermula saat AS berkendara menggunakan Yamaha Mio dari arah Tanjung Priok menuju Ancol.
Ketika sampai di dekat Stasiun Ancol, korban kehilangan kendali sehingga terjatuh ke sisi kiri.
""Dia kayak oleng gitu, terus terjatuh ke sisi kiri,"" kata Hariyanto saat ditemui di lokasi, Kamis malam.
Baca juga: Kapolda Metro: Aksi Pembunuh Berantai di Bekasi dan Cianjur Mirip Kasus Ryan Jombang
Korban, lanjut dia, tak menyadari bahwa di belakangnya ada truk yang melaju. AS pun masih tergeletak di ruas jalan tersebut, hingga kaki kanannya terlindas truk.
""Korban enggak meninggal, masih hidup, tapi kakinya luka parah,"" ungkap Hariyanto.
Saksi lain bernama Yudi (50) menuturkan, kecelakaan tersebut terjadi saat jalan sedang ramai kendaraan. Menurut Yudi, kaki kiri korban terluka parah dan darahnya di mana-mana.
""Korban masih hidup itu, tapi kakinya hancur dari bagian lutut,"" tutur Yudi.
Baca juga: Sadisnya Wowon Erawan, Racuni Istri dan Anak di Bantargebang Bekasi untuk Tutupi Pembunuhan Berantai
AS kemudian langsung dibawa ke rumah sakit terdekat menggunakan ambulans.
Berdasarkan pantauan Kompas.com di lokasi, kecelakaan ini membuat arus lalu lintas di Jalan RE Martadinata macet total.
Setelah kecelakaan, tampak jajaran Satlantas Wilayah Jakarta Utara menangani arus lalu lintas yang sempat macet. Setelah sekitar 30 menit, arus lalu lintas kembali normal.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2023/01/19/22442511/pengendara-motor-jatuh-di-jalan-re-martadinata-jakut-kakinya-terlindas
"Kecelakaan Terjadi di Tol Jakarta-Tangerang Arah Tomang, Sebabkan Macet hingga 6 Kilometer","Kompas.com - 16/01/2023, 09:49 WIB",Tria Sutrisna,Megapolitan,Kecelakaan lalu lintas,"

JAKARTA, KOMPAS.com - Kecelakaan lalu lintas terjadi di ruas Jalan Tol Jakarta-Tangerang (Janger), Senin (16/1/2023) pagi. Imbasnya kemacetan panjang pun terjadi di jalur bebas hambatan itu. Dalam unggahan akun Twitter resmi Direktorat Lalu Lintas Polda Metro Jaya, @TMCPoldaMetro dijelaskan bahwa kecelakaan lalu lintas itu terjadi di KM 12+400 Tol Janger arah Tomang, Jakarta Barat. Akibat dari kecelakaan tersebut, kemacetan lalu lintas pun sempat terjadi hingga KM 18 Tol Janger atau hampir 6 kilometer dari lokasi kejadian.
Baca juga: 6 Putaran Balik di Jalan Boulevard GDC Bakal Ditutup karena Kecelakaan Meningkat  Terkini, kendaraan yang mengalami kecelakaan sudah berhasil dievakuasi petugas dengan cara diderek oleh petugas. Kemacetan yang sempat terjadi di ruas jalan tol menuju Jakarta itu pun berangsur-angsur terurai. Kendaraan yang sebelumnya mengantre di KM 17 Tol Janger pun sudah mulai bisa melanjutkan perjalanan.  ""Saat ini dalam penanganan Polri dan Jasa Marga. Agar pengendara berhati-hati dan tertib di antrean,"" seperti dikutip Kompas.com, Senin (16/1/2023).
Baca juga: Waspada Keracunan Chiki Ngebul, Dinkes Tangsel Ingatkan Warga Bahaya Konsumsi Nitrogen Cair
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2023/01/16/09490591/kecelakaan-terjadi-di-tol-jakarta-tangerang-arah-tomang-sebabkan-macet
"4 Pegawai Dinsos Bojonegoro Terjatuh dari Pintu Bak Truk, 1 Orang Tewas","Kompas.com - 11/01/2023, 22:01 WIB","Kontributor Tuban, Hamim",Regional,"BOJONEGORO, KOMPAS.com","
BOJONEGORO, KOMPAS.com - Empat pegawai Dinas Sosial Kabupaten Bojonegoro, Jawa Timur, terjatuh dari atas truk saat mengangkut barang dari kantor yang lama menuju ke kantor yang baru.
Seorang pegawai bernama Redi Darmawan meninggal dan tiga orang lainnya mengalami luka-luka pada bagian tubuhnya.
Baca juga: Puluhan Rumah di Bojonegoro Rusak Diterjang Angin Kencang, Kerugian Capai Ratusan Juta Rupiah
Kepala Unit Penegakan Hukum Satlantas Polres Bojonegoro Ipda Imam Wahyudi mengatakan, kecelakaan tersebut terjadi di Jalan Raya Wahidin Sudirohusodo, Kota Bojonegoro, Rabu (11/1/2023) pukul 11.30 WIB.
Saat itu, para korban sedang bekerja memindahkan barang-barang dari kantor yang lama menuju kantor yang baru menggunakan kendaraan truk.
Para korban tersebut sedang duduk di atas pintu bak truk bagian belakang, saat di perjalanan tiba-tiba pintu bak truk tersebut terbuka.
""Para korban pun terjatuh dari atas truk yang sedang berjalan,"" kata Ipda Imam Wahyudi, saat dikonfirmasi Kompas.com.

Setelah melihat ada korban terjatuh dari truk, saksi kejadian pun langsung memanggil petugas kepolisian dan petugas medis untuk mengevakuasi para korban menuju rumah sakit.
""Satu korban meninggal dalam perjalanan menuju rumah sakit lantaran menderita luka yang cukup parah dibagian kepala,"" terangnya.
Sedangkan tiga korban lainnya bernama Sunandar, Sungkono, dan Ilham, hanya mengalami luka ringan. Mereka masih dirawat.
Imam Wahyudi menyampaikan, kasus hukum kecelakaan maut yang menewaskan pegawai Dinas Sosial Kabupaten Bojonegoro itu ditangani pihak kepolisian.
Baca juga: Kades di Bojonegoro Menaburkan Uang dan Bunga Usai Dapat Bantuan Mobil Suzuki APV
Pihaknya juga telah menggelar olah tempat kejadian dan memeriksa pengemudi truk serta sejumlah saksi dalam kecelakaan tersebut.
""Untuk pengemudi truk masih kita periksa dan kami juga masih mengumpulkan barang bukti setelah olah tempat kejadian kecelakaan,"" tandasnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2023/01/11/220108578/4-pegawai-dinsos-bojonegoro-terjatuh-dari-pintu-bak-truk-1-orang-tewas
"Sepanjang 2022, 36 Orang Tewas dalam Kecelakaan Lalu Lintas di Kota Tegal","Kompas.com - 11/01/2023, 18:22 WIB","Kontributor Tegal, Tresno Setiadi",Regional,"TEGAL, KOMPAS.com","
TEGAL, KOMPAS.com - Angka kecelakaan lalulintas hingga menelan korban jiwa tercatat masih cukup tinggi terjadi di Kota Tegal, Jawa Tengah.
Polres Tegal Kota mencatat sepanjang 2022, terjadi 379 kecelakaan dengan 36 orang tewas. Jumlah itu meningkat dibanding 2021, yaitu 272 kasus kecelakaan dan 31 orang tewas.
Kepala Satuan Lalu Lintas (Satlantas) Polres Tegal Kota, AKP Mustakim mengatakan masih tingginya angka kecelakaan salah satunya karena kesadaran masyarakat dalam berkendara aman masih belum tinggi.
Baca juga: Cuaca Berkabut, 17 Orang Tewas dalam Kecelakaan Lalu Lintas di China
""Jumlah kecelakaan meningkat tahun 2022. Salah satu faktornya karena ketaatan masyarakat dalam berkendara,"" kata Mustakim di Mapolres Tegal Kota, Rabu (11/1/2023).
Mustakim mengatakan, sejak tilang manual dihentikan sementara, masyarakat merasa bebas berkendara tanpa memperhatikan faktor keselamatan.
""Begitu polisi tidak berlakulan tilang manual, pengendara merasa bebas, berkendara ngebut, tidak dilengkapi kelengkapan yang harus dipakai seperti helm, dan lainnya,"" ujar Mustakim.
Pihaknya mencatat di tahun 2022 selain 36 orang tewas ada juga 404 orang luka-luka. Kemudian di 2021 selain 31 korban tewas ada juga 295 orang luka.
Tak hanya kecelakaan, rupanya pelanggaran lalulintas di sepanjang tahun 2022 juga mengalami peningkatan dibanding 2021.
Di tahun 2022, ada 5.465 tilang dan 2.303 teguran. Sedangkan di tahun 2021 ada 3.107 tilang dan 964 teguran.
AKP Mustakim menambahkan, sejak awal Januari 2023 pihaknya kembali memberlakukan tilang manual terhadap kendaraan yang melanggar. ""Harapannya bisa menekan kecelakaan lalulintas,"" kata Mustakim.
Tilang manual tidak menyasar semua jenis pelanggaran. Hanya ada 5 fokus pelanggaran. Mulai dari melawan arus, balap liar, knalpot tidak standar, kendaraan over dimensi dan kapasitas, dan kendaraan tanpa tanda nomor polisi.
Ditambahkan Mustakim, meski tilang manual sudah diberlakukan bukan berarti tilang elektronik atau Electronic Traffic Law Enforcement (ETLE) dihilangkan.
""ETLE masih menjadi fokus penertiban kendaraan dalam berlalulintas. Tujuannya tentu untuk menyadarkan masyarakat,"" pungkas Mustakim.
Baca juga: 2022, Angka Kecelakaan Lalu Lintas di Banten Meningkat, 661 Orang Meninggal Dunia di Jalan
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2023/01/11/182203178/sepanjang-2022-36-orang-tewas-dalam-kecelakaan-lalu-lintas-di-kota-tegal
"Berkendara Saat Sakit, Seorang Lansia Tabrak Mobil di Bekasi lalu Meninggal","Kompas.com - 10/01/2023, 17:28 WIB",Joy Andre,Megapolitan,"BEKASI, KOMPAS.com","
BEKASI, KOMPAS.com - Seorang lansia berinisial M (83) meninggal dunia usai menabrak mobil di Jalan Raya Wisma Asri, Kelurahan Teluk Pucung, Bekasi Utara, Kota Bekasi, Selasa (10/1/2023).
Kepala Seksi Humas Polres Metro Bekasi Kota Kompol Erna Ruswing Andari mengatakan, M diduga sakit ketika mengendarai mobil Nissan March miliknya.
""Diduga sakit. Jadi, dugaannya dia berkendara ketika sakit, setelah itu korban enggak bisa mengendalikan kendaraannya (out of control),"" kata Erna ketika dihubungi, Selasa.
Baca juga: Perempuan yang Ditangkap bersama Ecky Tak Terlibat Kasus Mutilasi Angela, Kini Dipulangkan
Setelah menabrak dua mobil, M ditemukan meninggal dunia di lokasi kejadian. Meski begitu, Erna mengungkapkan bahwa tak ditemukan luka di tubuh M.
""Pihak keluarga juga bilang kalau dia (korban) memang sedang sakit,"" ungkap Erna.
Adapun peristiwa itu terjadi ketika M mengendarai mobil Nissan March bernomor polisi B 1049 PZU dari arah barat Wisma Asri menuju keluar gerbang perumahan atau arah timur.
""Sampai di lokasi kejadian, kendaraan korban tak bisa dikendalikan dan tabrakan beruntun terjadi,"" ucap Erna.
Baca juga: Usai Tinggalkan Rumah di Cakung, Suami Ibu Eny Sempat Berencana Kembali untuk Mengkhitan Tiko
Mobil Nissan March itu awalnya menabrak mobil Toyota Avanza berwarna hitam yang sedang terparkir.
Selanjutnya, Avanza itu terdorong dan menabrak mobil Isuzu Panther yang saat itu juga sedang terparkir.
""Masing-masing mobil yang ditabrak oleh mobil korban rusak di bagian belakang,"" ucap Erna.
Baca juga: Beda Nasib Formula E di Tangan Heru, Tak Lagi Jadi Prioritas seperti Saat Dipimpin Anies
Erna menjelaskan, semua pihak yang terlibat sepakat untuk menyelesaikan kecelakaan itu secara kekeluargaan.
Sementara itu, jenazah M langsung diserahkan kepada keluarga untuk dimakamkan di Solo, Jawa Tengah.
""Jasadnya langsung dibawa sama keluarganya, mau dimakamkan di Solo,"" jelas Erna.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2023/01/10/17285721/berkendara-saat-sakit-seorang-lansia-tabrak-mobil-di-bekasi-lalu
"Tabrak Bus Tayo di Periuk Tangerang, Pengemudi Motor Tewas di Tempat","Kompas.com - 09/01/2023, 21:23 WIB",Ellyvon Pranita,Megapolitan,"TANGERANG, KOMPAS.com ","
TANGERANG, KOMPAS.com - Kecelakaan antara sepeda motor dan Bus Tayo di Jalan Raya Bayur, Kota Tangerang, menewaskan seorang pria bernama Tunut Darwanto, Senin (9/1/2023).
Tunut merupakan pengemudi motor Honda Beat dengan pelat nomor A 5275 XD yang menabrak Bus Tayo.
Kanit Laka Lantas Polres Metro Tangerang AKP Badruzzaman mengatakan, pada saat kejadian, Tunut mengendarai motornya di Jalan Raya Bayur ke arah Cadas.
Baca juga: Kuasa Hukum Ungkap Kondisi Ecky Pelaku Mutilasi: Tertekan dan Belum Banyak Bicara
Pada saat bersamaan, Bus Tayo yang dikemudikan oleh Marsita melaju dari arah sebaliknya, yakni Cadas menuju Tangerang.
Akibat hilang konsentrasi, pengemudi motor pun menabrak bus tersebut.
""Maka terjadilah kecelakaan lalu lintas, yang berakibat pengendara motor bernama Tunut Darwanto mengalami luka dan meninggal dunia di TKP,"" ujar Badruzzaman kepada Kompas.com, Senin.
Baca juga: Saat Rumah Eny dan Tiko Kembali Diterangi Cahaya Lampu Setelah Bertahun-tahun Selalu Gelap...
Insiden tersebut terjadi pada pukul 13.00 WIB tepat di dekat pabrik Oppo, Periuk, Kota Tangerang.
Selanjutnya, korban tewas dibawa ke kamar jenazah RSUD Kabupaten Tangerang.
Sementara itu, dua kendaraan yang terlibat kecelakaan lalu lintas mengalami kerusakan dan diamankan ke Unit Gakkum Polres Metro Tangerang Kota.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2023/01/09/21233831/tabrak-bus-tayo-di-periuk-tangerang-pengemudi-motor-tewas-di-tempat
